Time,Time Code,Country Name,Country Code,"Population, total",Population growth (annual %),Surface area (sq. km),Poverty headcount ratio at national poverty lines (% of population),"GNI, Atlas method (current US$)","GNI per capita, Atlas method (current US$)","GNI, PPP (current international $)","GNI per capita, PPP (current international $)",Income share held by lowest 20%,"Life expectancy at birth, total (years)","Fertility rate, total (births per woman)","Adolescent fertility rate (births per 1,000 women ages 15-19)","Contraceptive prevalence, any methods (% of women ages 15-49)",Births attended by skilled health staff (% of total),"Mortality rate, under-5 (per 1,000 live births)","Prevalence of underweight, weight for age (% of children under 5)","Immunization, measles (% of children ages 12-23 months)","Primary completion rate, total (% of relevant age group)","School enrollment, secondary (% gross)","School enrollment, primary and secondary (gross), gender parity index (GPI)","Prevalence of HIV, total (% of population ages 15-49)",Forest area (sq. km),"Water productivity, total (constant 2010 US$ GDP per cubic meter of total freshwater withdrawal)",Energy use (kg of oil equivalent per capita),CO2 emissions (metric tons per capita),Electric power consumption (kWh per capita),GDP (current US$) [NY.GDP.MKTP.CD],GDP growth (annual %),"Inflation, GDP deflator (annual %)","Agriculture, forestry, and fishing, value added (% of GDP)","Industry (including construction), value added (% of GDP)",Exports of goods and services (% of GDP),Imports of goods and services (% of GDP),Gross capital formation (% of GDP),"Revenue, excluding grants (% of GDP)",Start-up procedures to register a business (number),Market capitalization of listed domestic companies (% of GDP),Military expenditure (% of GDP),Mobile cellular subscriptions (per 100 people),High-technology exports (% of manufactured exports),Merchandise trade (% of GDP),Net barter terms of trade index (2000 = 100),"External debt stocks, total (DOD, current US$)",Total debt service (% of GNI),Net migration,"Personal remittances, paid (current US$)","Foreign direct investment, net inflows (BoP, current US$)",Net ODA received per capita (current US$),GDP per capita (current US$),"Foreign direct investment, net (BoP, current US$)","Inflation, consumer prices (annual %)",Antiretroviral therapy coverage (% of people living with HIV),"Labor force, female (% of total labor force)","Mortality rate, adult, male (per 1,000 male adults)","Mortality rate, adult, female (per 1,000 female adults)",Number of infant deaths,Number of maternal deaths,Number of neonatal deaths,"Patent applications, nonresidents","Patent applications, residents",People practicing open defecation (% of population)
2001,YR2001,Papua New Guinea,PNG,5974629,2.149307733,462840,,3035980507,510,11417153953,1910,,59.487,4.475,66.3234,,39,71,,65,50.94588,,,0.7,335971.9922,,,0.5370417142,,3081024212,-0.1212886056,6.913914006,34.41128094,38.49061685,65.32996739,52.25039966,22.95188673,26.20363976,,,0.5472948523,0.179090618,,93.34558256,93.58241348,2047405720,9.501516102,,10739272.46,63183318.66,33.9619414,515.6846078,-62540527,9.298173328,0,48.56351923,304.632,234.989,10587,490,5715,,,13.2539716
2001,YR2001,Paraguay,PRY,5428444,1.957772257,406750,,7640911739,1410,30548438943,5630,3.1,70.786,3.431,85.8606,,,33,,90,91.10053,65.50552,0.99102,0.5,191894.0039,,722.0487123,0.7038875228,870.4151687,8495806432,-0.8340547167,13.93560469,11.37331719,38.56191185,40.64258896,31.96311005,17.96778381,,,,1.074634817,21.18470781,,53.42635848,111.0877713,2867285123,4.790115578,,,99200000,11.6442207,1565.053712,-69700000,7.268060286,0,37.24859352,190.359,145.322,3878,270,2500,253,12,0.8683254994
2001,YR2001,Peru,PER,26799285,1.274316577,1285220,,50905855268,1900,136898967226,5110,3.4,71.505,2.789,71.9814,,,35.6,,97,92.93535,83.91698,0.98196,0.4,760232.0313,,440.1259959,1.013651521,691.8841305,52030158775,0.6178923256,0.4552483029,7.893626696,29.03515644,16.60137952,18.46302191,18.15950517,17.23087543,,18.81664448,1.75202013,6.691536733,,27.56478231,99.25900212,27722614292,4.311029879,,174931900,1144260000,16.929183,1941.475632,-1069860000,1.977098785,0,43.19439029,183.855,118.254,16735,840,9286,974,36,17.52755607
2001,YR2001,Philippines,PHL,79672873,2.132604802,300000,,97149062249,1220,325644530881,4090,,68.835,3.766,52.91,49.5,,37.1,,81,100.41462,74.73001,1.03031,0.1,70363.99902,,480.6048227,0.8917940238,518.8340579,76262072467,2.893987062,5.549479797,13.20227217,34.49931459,46.02685177,52.88208873,22.14142903,14.67830181,,27.85836958,1.471378833,15.26135878,,87.94804262,98.6549805,58399723506,10.39660991,,24000000,760000000,7.177223294,957.1899393,-335000000,5.345501956,0,38.36713039,270.857,157.68,65487,3800,38581,2470,135,10.96370917
2001,YR2001,Poland,POL,38248076,-0.02758712473,312690,,179737861304,4700,423263782653,11070,,74.2,1.31,16.1988,,99.8,8.8,,97,97.52599,101.62598,0.98365,,90872.00195,,2336.445838,7.877112224,3260.033263,190521019077,1.247756976,3.122716963,3.220876593,27.4764287,27.22988202,30.84538715,20.55799296,34.60038412,,13.65552742,1.905638001,25.966181,,45.23490396,99.23505916,,,,345000000,5677000000,,4981.192232,-5804000000,5.408335456,,46.00424431,210.367,84.15,2852,23,2016,4328,2202,0
2001,YR2001,Portugal,PRT,10362722,0.7052306373,92120,,122305329229,11800,198431114550,19150,,76.81463415,1.45,20.2426,,99.9,6.7,,90,,105.80063,1.0196,0.5,33336.00098,,2391.228193,6.056037979,4119.670488,121545880984,1.943304626,3.714585727,2.955751486,24.13253037,27.42399659,37.64007121,28.14277065,34.97055773,,38.1237189,1.912719868,77.14134782,,52.32427416,96.50193963,,,,250436981.4,6117424175,,11729.14616,110336913.7,4.369903306,20,45.49790447,151.934,64.704,579,12,362,56,107,0
2001,YR2001,Puerto Rico,PRI,3818774,0.2141459514,8870,,41824360367,10950,65008338840,17020,,77.06682927,1.9346,66.8128,,,,,,,,,,4526.499939,,,,,69208400000,6.313471555,5.504911024,0.5877899215,48.33315031,67.76749643,42.11815329,17.56905376,,,,,44.3604821,,,,,,,,,,18123.1987,,,,40.16439185,193.949,73.945,,13,,,,0
2001,YR2001,Qatar,QAT,615012,3.73449167,11610,,,,52030807570,84600,,77.612,3.124,19.7272,,100,12,,92,,88.39562,1.06112,,0,,19621.87242,67.31049638,15051.73883,17538461538,3.898186617,-4.95194093,0.3759398496,,65.89285714,29.07581454,29.11967419,,,,,28.93098021,,83.41096491,95.97901356,,,,,295520000,,28517.26721,,1.471334348,,16.71704755,76.059,63.537,124,2,78,,,0
2001,YR2001,Romania,ROU,22131970,-1.395429986,238390,,39013689426,1760,143429404632,6480,,71.16097561,1.27,36.439,,96.5,21.1,3.8,98,92.67196,80.58304,1.01004,0.1,63710,,1663.739288,4.366207979,2066.783933,40394824679,5.218136257,37.95631541,13.1496004,32.33720698,22.10596347,29.82262755,22.75601109,30.00645703,,2.730795365,2.420745188,17.48626494,,66.74617408,97.2998711,12740486836,6.381092933,,5000000,1157000000,,1825.179805,-1174000000,34.47701235,59,46.49910524,244.777,107.608,3815,110,2170,277,1128,0
2001,YR2001,Russian Federation,RUS,145976083,-0.4241510281,17098240,,259632878912,1780,1059732532867,7260,6.6,65.38341463,1.223,29.1006,,99.3,18.3,,97,92.26701,,,,8091728.125,15.10727291,4288.394353,10.6696034,5274.377721,306602070621,5.100051225,16.47961936,5.875721568,31.83735412,36.8934936,24.21736507,21.94981733,27.1365197,,,3.546319229,5.314723089,,50.76547581,96.02388493,141151650546,5.494189261,,914690000,2847300000,,2100.358253,-306270000,21.47700721,,48.36082027,451.254,164.233,20962,720,12187,9313,24777,0
2001,YR2001,Rwanda,RWA,8231156,3.680935197,26340,,1930011508,230,5550298211,670,,49.936,5.542,47.7894,,,169.6,,69,26.42844,11.7038,0.96379,4.9,3522.000122,,,0.06459785236,,1749262233,8.484539669,1.04948125,35.74432611,14.85464745,8.107274532,23.24337438,13.14296259,,,,3.396226415,0.789682518,,20.98027346,90.2385053,1299040552,1.188302124,,32714482.7,4634137.685,37.01302709,212.5172008,,3.342855067,0,51.19279285,444.178,421.47,30136,3400,11943,,,4.170583746
2001,YR2001,Samoa,WSM,175392,0.5362372288,2840,,,,,,,69.103,4.476,38.6148,,,20.5,,92,92.20979,80.42706,1.06654,,1710,,,0.8362981208,,273088357.2,6.93976583,2.426767276,14.2879307,25.78848772,,,,,,,,1.425378581,,72.87018827,98.97402551,135466609.5,,,6214655.876,1414589.826,245.8492976,1557.01718,,3.838284639,,35.42084877,214.766,129.636,93,5,58,,,0.03363428649
2001,YR2001,San Marino,SMR,27812,1.266435134,60,,,,,,,,,,,,5.6,,97,,,,,0,,,,,1160626398,5.551550108,2.741092805,,,,,,,,,,57.00417086,,,,,,,,,,41731.13757,,,,,,,1,,1,,,0
2001,YR2001,Sao Tome and Principe,STP,144755,1.73722302,960,,,,222725685.5,1540,,62.017,5.131,111.9328,,,79.8,,75,,,,,560,,,0.3546544161,,75951127.73,,,10.41075267,16.47118945,,,,,,,,0,,40.81572049,104.9198116,308356185,4.779779912,,654149.9335,3000000,263.7560015,524.6874217,-3000000,9.222037076,,35.44364508,244.971,192.958,301,10,128,,,69.28054651
2001,YR2001,Saudi Arabia,SAU,21202642,2.574033854,2149690,,180566440599,8520,725401346915,34210,,72.759,3.83,24.2884,,,20.9,,94,,,,,9770,,4737.58176,14.01778217,5947.277702,184137469733,-1.210743863,-1.646677592,5.17120896,51.52505112,39.63372226,23.92690638,19.62310299,,,,11.41900489,11.92606091,,53.92004145,90.05184378,,,,15119733333,19640000,0.6183191698,8684.647401,-19640000,-1.120948049,,13.75895588,121.798,93.481,9815,130,6210,683,46,0
2001,YR2001,Senegal,SEN,10036104,2.403785669,196710,55.2,6333648605,630,19892716322,1980,6.6,58.177,5.365,102.1842,,,124.9,,48,43.65107,15.96344,0.83839,0.6,88530,,258.2410465,0.4315147591,124.5503235,6174898370,4.580916442,2.613853304,16.34434062,21.65115846,28.72629255,37.7642929,22.72482226,,,,1.412401688,3.007252615,,44.25983775,99.13426225,3700965275,3.497693199,,51272886.26,45044018.4,42.20562083,615.2684717,-38981581.08,2.974500839,0,33.63265381,281.029,220.818,25370,2100,14626,,,23.42622316
2001,YR2001,Serbia,SRB,7503433,-0.1719466469,88360,,10855876191,1450,46077201128,6140,,72.23414634,1.58,26.348,,98.2,12.2,,90,,89.75031,1.0112,0.1,24760,,1994.463468,,4434.370241,12267175481,4.992714031,89.24469514,17.82050409,29.37148326,22.4434273,37.74377557,19.19882033,,,,4.027571198,,,,,12478681867,0.8762691396,,,177440917.8,173.8111075,1634.875061,,95.00522581,0,42.93958063,198.54,101.67,1228,15,863,,,0.06915999954
2001,YR2001,Seychelles,SYC,81202,0.08747451785,460,,593708710.8,7310,1156473296,14240,,73.25365854,1.98,57.9018,,,13.7,,95,105.65438,66.75551,1.03952,,406.6999817,,,7.812504618,,622262057.2,-2.271162762,6.156758865,2.825866279,28.08581854,83.79143461,103.600011,40.6595517,,,,1.778265522,44.5106414,,111.2071662,89.690198,,,,5607923.912,64740256.51,165.1437157,7663.13708,-56202545.15,5.969622042,,,250.304,106.979,18,1,14,,,1.334336136
2001,YR2001,Sierra Leone,SLE,4754072,3.630497861,72300,,711152806.5,150,3093804179,650,,40.369,6.242,159.1806,,,228.6,,50,,24.25402,0.71455,1.6,29023.99902,,,0.1195575078,,1090467712,-6.345455153,73.83710846,45.13635404,7.90550761,7.839941647,27.58445146,10.86612219,,,,2.742527343,0.565725551,,19.34949542,94.16669501,1256749339,9.057260125,,339399.6354,9835742.022,70.38807994,229.3755148,-9835742.022,,0,50.03175802,538.049,501.212,28766,4800,10617,,,25.75238106
2001,YR2001,Singapore,SGP,4138012,2.697355843,680,,91562751985,22130,168525749847,40730,,78.25121951,1.41,7.521,,99.6,3.6,,95,,,,0.1,163.5000038,,5145.885754,11.97221516,7516.1696,89794943350,-1.069106008,-1.816175239,0.08235665591,30.37966108,182.8941807,166.397925,27.6094318,24.34835684,,128.8364307,4.826249999,73.37487384,,264.771034,96.06217617,,,,,17006874669,,21700.02005,3197593377,0.9971979562,4,39.29219859,97.867,55.292,140,7,73,7726,524,0
2001,YR2001,Sint Maarten (Dutch part),SXM,30600,0.2650568479,34,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4689551679
2001,YR2001,Slovak Republic,SVK,5378867,-0.183012271,49030,,30715342299,5710,66560523575,12370,,73.40243902,1.2,21.9838,,99.4,9.4,,99,100.13052,86.02515,1.00672,0.1,19231.99951,,3456.705473,7.317137791,5027.452807,30703017450,3.316468195,5.088279816,4.486351195,31.53663317,57.79478437,65.82085571,31.35665684,35.81459992,,1.770184318,1.84316099,39.7654478,,89.09547749,94.20373066,,,,10107141.65,1532584052,,5708.082659,-1508052722,7.329620191,10,45.52985503,210.583,82.045,419,4,254,1696,246,0
2001,YR2001,Slovenia,SVN,1992060,0.157498742,20270,,21821071384,10950,37726264664,18940,,75.75853659,1.21,6.5204,,99.9,5.2,,94,96.57309,106.61521,1.01182,0.1,12350,,3381.112015,7.611741112,6006.34519,20875387068,2.949365533,8.670873463,2.607818478,30.60425723,51.74892005,52.78977419,26.37629371,,,16.5807225,1.300482474,73.96799233,,93.06174749,98.50233077,,,,26600000,501200000,63.03023001,10479.29634,-370700000,8.379665875,,45.6347811,170.244,73.503,75,2,54,107,301,0
2001,YR2001,Solomon Islands,SLB,423944,2.697736168,28900,,394191865,930,564444259.1,1330,,67.816,4.659,70.315,6.8,,30,,83,,24.54499,,,22626.00098,,,0.3719382749,,400463452.1,-7.978564432,3.735265319,24.44096483,,16.5117519,35.89058736,6.741904428,,,,,0.228096164,,34.21036284,101.0474775,164030802.8,1.755336933,,2255440.117,-8617173.107,138.6267998,944.6140341,10042633.78,6.925837321,,42.93665621,239.823,202.558,370,35,190,,,57.00467739
2001,YR2001,Somalia,SOM,9186725,3.483062821,637660,,,,,,,51.213,7.577,127.2234,,,172.4,,20,,,,0.4,74382.00195,,,0.05468532039,,,,,,,,,,,,,,0.925248116,,,100.5772403,2573509234,,,,40000,16.25171103,,,,0,19.02945695,382.238,324.224,44977,5200,19709,,,56.97328237
2001,YR2001,South Africa,ZAF,45571274,1.33329297,1219090,,130367160552,2860,353103767410,7750,,55.089,2.652,68.0176,,,75.7,,69,,81.65817,1.01854,13.8,92410,,2461.026369,8.163976697,4302.11804,121514929266,2.699994567,7.641859972,3.216383213,29.55042518,29.37482794,25.42680549,15.74458201,26.75052383,,121.3608327,1.483161018,23.6706132,,47.32422621,101.8065887,24603874748,3.702772262,,520760001.2,7270344986,9.411191796,2666.480846,-10785077716,5.701904835,0,45.10046766,518.56,402.855,50511,1700,17316,5427,966,11.6196533
2001,YR2001,South Sudan,SSD,6447793,3.928635637,,,,,,,,49.592,6.139,121.8664,,,174.4,,,,,,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,48.08361735,401.599,362.842,27812,4600,15035,,,
2001,YR2001,Spain,ESP,40850412,0.6940680843,505020,,634863805349,15540,926012841388,22670,,79.36829268,1.23,9.7432,,,5.3,,96,,111.7833,1.03155,0.4,170379.707,,3060.881809,7.290748328,5422.51569,625975838926,4.001073835,4.079865676,3.650032593,27.89652451,27.86221567,30.21194291,26.57306069,18.23486694,,74.79572867,1.632996821,71.77187864,,43.34192841,96.3502808,,,,573669680.1,28892264555,,15323.6114,4724940111,3.589834949,36,38.80829172,116.551,47.367,1718,19,1125,467,2528,0
2001,YR2001,Sri Lanka,LKA,18911730,0.7117641131,65610,,15694757179,830,81845586893,4330,,72.233,2.246,28.1552,,,16,,99,107.29525,,,0.1,21771.99951,,425.6340906,0.5522295422,290.824795,15749753805,-1.545408134,13.66480016,20.0666052,26.82059442,37.33118848,43.56741306,22.0040128,16.63985596,,8.454290883,4.286990589,3.530412078,,68.5026581,101.9700093,8952124828,4.80952401,,188270000,171790000,17.78208551,832.8034402,-171790000,14.1584558,0,33.17736309,217.054,88.274,4795,180,2918,236,120,3.16468542
2001,YR2001,St. Kitts and Nevis,KNA,44599,1.184139782,260,,432613243.7,9700,771064068.3,17290,,,,,,,22,,90,114.6283,103.26891,1.13663,,110,,,3.946635575,,475443712.2,5.517256189,3.935996638,1.674499152,29.48505055,32.19388554,50.90804019,,20.84349767,,,,4.708625754,,46.27256484,102.2036805,,,,8033333.333,88230740.74,227.1351376,10660.41194,-88106666.67,2.303447483,,,,,14,,11,,,3.067602041
2001,YR2001,St. Lucia,LCA,158179,0.9209103913,620,,695717776.1,4400,1146421990,7250,,73.486,2.06,57.621,,,17.9,,89,,74.26106,1.04243,,211.3999939,,,2.295077096,,798333814.8,-3.408064222,-0.9379747029,3.978712516,13.21143253,40.96587648,50.43884687,21.31151579,20.52058159,,,,1.706926962,,49.97909303,116.3546443,252569438.3,3.613562032,,2777777.778,58807407.41,103.2374715,5047.027828,-58807407.41,5.30722081,,42.96183868,199.869,150.024,44,2,32,7,,10.83159758
2001,YR2001,St. Martin (French part),MAF,29853,3.123340228,54.4,,,,,,,77.17073171,1.83,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,YR2001,St. Vincent and the Grenadines,VCT,107896,0.1038575761,390,,394346970.2,3650,648367408.7,6010,,70.882,2.321,66.9126,,100,22.6,,98,,84.58471,1.02234,,260,,,1.665335138,,430039296.3,1.709263603,6.700362647,6.280786915,16.84432629,40.91331533,48.70691834,,23.39932587,,,,6.943723586,,52.78587375,102.5048279,195046431.7,2.89919441,,4545555.556,21040370.37,75.25765552,3985.683402,-21040370.37,0.9008584859,,38.37669222,211.602,153.939,41,2,28,,,2.714095893
2001,YR2001,Sudan,SDN,27971082,2.52001091,,,11847651213,340,62717111893,1820,,58.859,5.402,118.1832,,,100.9,,58,,34.58132,0.83605,0.1,,,389.6232347,0.1780556928,52.2182132,13182979784,6.500360421,1.607103162,41.24523701,18.00895731,11.39786147,12.79546629,24.47666389,,,,2.944044911,0.30171236,,27.7403141,91.80040733,15010981050,1.933897977,,1900000,574000000,5.374450573,383.0159987,-574000000,4.871466645,0,26.18483225,315.955,244.914,70233,7100,40366,13,1,50.91239969
2001,YR2001,Suriname,SUR,476579,1.188369369,163820,,796422430.1,1670,3411968013,7160,,67.913,2.868,82.8232,,,33.3,,82,,74.98926,1.07254,1.2,153870,,1417.066216,4.97059669,2358.47572,834279357.8,4.20000005,39.53022873,9.0948679,24.768231,,,,,,,,18.25510566,,103.5624329,97.05570523,,,,2000000,-26800000,52.77194337,1750.558371,,38.58628789,0,34.2009994,268.246,154.438,325,24,198,,,8.079228584
2001,YR2001,Eswatini,SWZ,1013609,0.8096945542,17360,69,1725479744,1700,5431482698,5360,,45.799,3.848,106.651,,,130.3,,93,66.96278,45.40609,0.95899,25.3,5225.999756,,,1.128742937,,1542477309,1.054764906,8.942619357,12.09922052,39.47125721,74.74216756,86.1382139,23.69790945,,,8.239991556,1.290036453,5.42615545,,141.5255827,102.5797357,348534802.3,1.821220009,,26487653.64,29330084.35,28.75862389,1521.767574,-47028632.32,5.942109823,1,36.72481876,641.198,542.673,2591,170,728,,,22.45979855
2001,YR2001,Sweden,SWE,8895960,0.268470528,450300,,261950555143,29450,264225381060,29700,,79.79512195,1.57,6.5558,,,4.1,,94,102.26167,147.63322,1.14744,,281740,,5680.280487,5.747026066,16020.98031,240283858226,1.573445869,2.510600771,1.67656762,26.43429512,43.68721584,37.46500687,22.8679778,35.14724108,,98.43124367,1.717987232,80.67169016,,57.78374004,96.99992352,,,,578107476.3,18217810086,,27010.44724,-3430756955,2.405958341,,47.58532323,87.822,54.738,309,5,213,574,3926,0
2001,YR2001,Switzerland,CHE,7229854,0.632771238,41290,,295950847463,40930,276465060982,38240,,80.1804878,1.38,5.4116,,,5.5,,82,98.05579,95.33287,0.97475,,11985.99976,,3673.292573,5.93984844,7992.277576,278631271391,1.312423669,1.018505219,0.9934110929,26.25422013,50.88934286,45.27436143,24.94584615,17.31386696,,189.2665878,0.9918800801,73.48748859,,59.66523397,102.6130653,,,,6555649200,9765012889,,38538.99005,8983502888,0.9890171534,,44.89287534,94.505,51.67,349,5,260,594,1859,0
2001,YR2001,Syrian Arab Republic,SYR,16766561,2.144390666,185180,,18565862691,1110,,,,73.371,4.007,58.5598,46.6,,22.4,11.1,80,92.73814,45.43584,0.92545,0.1,4377.999878,,944.775974,2.909268872,1144.182161,21099833784,5.20094281,4.563571534,25.87601609,31.80156272,35.37819967,29.23513222,20.3448021,,,,5.480550468,1.19285046,,47.39373828,93.20945052,21108371969,2.331452941,,30000000,110000000,9.165862934,1258.447322,-110000000,3,0,19.63197289,153.913,88.929,9836,130,6219,39,189,1.732591375
2001,YR2001,Tajikistan,TJK,6318513,1.630242567,142550,,1030927283,160,6257582059,990,,62.807,3.862,44.1422,,81.1,77.6,,88,96.78825,74.90187,0.87125,0.1,4100,,335.6489098,0.3627237928,2143.225787,1080768907,9.580836178,30.94770632,23.80840939,36.18456978,68.14104064,78.51626492,16.38279507,11.25922459,,,0.5807838825,0.025797209,,123.8007489,94.62260738,1162073155,8.087166218,,,9495400,26.20236755,171.0479834,,38.59188946,0,35.83157191,207.491,139.19,11917,100,5210,1,83,1.316988267
2001,YR2001,Tanzania,TZA,34385856,2.612435612,947300,,13558981937,410,42890967017,1280,,51.444,5.675,134.218,,,122,,86,55.86848,,,6.2,515200,,413.4392932,0.09096621006,62.90377067,13581644246,6.070808288,4.815969213,25.80028911,19.37385186,13.8322828,14.18822367,18.31049578,,,2.931162036,1.451604644,0.801376008,,18.87105827,98.6534682,6511080019,1.075044479,,29674900,549270351.5,37.0762909,406.5386686,-549270351.5,5.147468002,0,49.3465279,483.031,413.32,105152,12000,46981,3,,9.846589767
2001,YR2001,Thailand,THA,63539196,0.9274245888,513120,,124785963188,1960,473052313030,7450,,70.832,1.641,42.674,77.8,,20.8,,94,86.88077,62.86208,0.97655,1.9,168288.0078,,1170.744417,3.062682065,1504.756214,120296746257,3.444243766,1.917705917,8.582504851,36.46707688,63.25054775,57.01714851,23.11238532,16.77171917,,29.87876324,1.492863056,11.88242923,,105.5140758,92.00803069,67296708659,17.3723675,,,5067170388,4.440566103,1893.26831,-4639467177,1.626908873,1,45.61351416,255.189,137.226,15981,390,10252,4798,534,1.245824327
2001,YR2001,Timor-Leste,TLS,901214,1.887173918,14870,36.3,,,3329603442,3690,7.3,59.945,6.171,62.3004,8,,102.8,,,,37.88129,,,8427.999878,,,,,517708470.6,9.20268161,7.832263451,19.89091518,20.7110385,17.09754079,146.5069732,27.85562774,,,,,,,,,0,0,,,,215.4538212,574.4567556,,,,33.29013694,282.673,235.722,2865,260,1269,,,
2001,YR2001,Togo,TGO,5062567,2.767082098,56790,,1457636138,290,4770513430,940,,53.554,5.372,94.2374,,,116.7,,40,73.85542,34.9233,0.70089,3.5,4660,,415.9445198,0.2296145414,98.96165325,1481141850,-1.626806272,4.165518848,33.92963181,15.43031703,30.40520521,43.61289229,14.04427356,,,,,1.876518375,,61.43908499,37.7125846,1422893099,2.360999927,,5295765.451,72554169.37,9.104077042,292.5673576,-70836660.69,3.919591337,0,50.81302621,351.219,315.453,14489,980,7096,,,57.97762148
2001,YR2001,Tonga,TON,98487,0.5232629266,750,16.2,197436724.1,2000,377866597.7,3840,6.2,69.725,4.236,21.5134,,95.3,17.3,,89,105.49631,106.13027,1.02035,,90,,,0.8936001706,,181244788.5,3.601788655,3.227608412,18.35682852,18.69981955,13.03831086,45.15204846,24.50755119,,,,,0.239625534,,44.13920018,101.437018,71355546.3,1.58105161,,5629488.894,7628663.053,206.930864,1840.291495,,8.290283189,,37.57251103,184.098,129.256,41,2,21,,,0.3196161292
2001,YR2001,Trinidad and Tobago,TTO,1271632,0.352846314,5130,,7724961290,6070,18479180939,14530,,69.65,1.744,39.6038,,99.5,28.6,,91,86.68157,,,,2328.800049,,8640.842634,20.72512252,4101.81562,8824873259,4.168523982,2.793947635,1.286377056,45.20699108,,,,27.13826554,,44.06975472,0.1580253422,20.13994615,,88.94178726,100.0027432,,,,,834900044.6,-1.360456484,6939.801184,-684900036.6,5.536653263,,38.82942631,243.818,139.914,473,15,346,239,,0.3098436608
2001,YR2001,Tunisia,TUN,9793903,0.8773709254,163610,,21977572720,2240,59444943585,6070,,73.415,2.088,6.8066,62.6,89.9,28,,92,87.87538,76.43503,1.00094,0.1,8525.999756,10.76846118,787.3394294,2.125563118,1035.338006,22066101341,3.796183827,3.914345953,9.421826028,26.51032397,42.81668845,46.73523066,26.17926386,26.66152174,,10.10812905,1.724076375,3.973982589,,73.23450459,101.1934848,12917011935,6.587568466,,20921483.62,451514809.2,37.39265133,2253.04471,-451514809.2,1.983333333,10,24.93195999,137.74,81.927,3897,100,3061,156,22,9.964504341
2001,YR2001,Turkey,TUR,64192243,1.494229784,785350,,227826921357,3550,576770257411,8990,,70.56,2.451,47.1464,,,35,,91,,83.78104,0.81898,,102787.998,,1094.184604,3.03078185,1612.99863,200251925228,-5.962310755,52.92365685,8.853831237,25.5968129,26.57792153,22.82091241,18.13547044,,,24.16355795,3.603457075,30.4910626,,36.32074943,97.71185031,112946289541,11.43993845,,,3352000000,2.075951763,3119.56579,-2855000000,54.40018876,,28.39668971,184.804,97.579,39097,560,24404,2875,337,0.5336180223
2001,YR2001,Turkmenistan,TKM,4564083,1.056152094,488100,,2945078132,650,19829653441,4340,,63.842,2.77,24.6228,,,78.9,,98,,,,,41270,,3321.977493,8.342192944,1782.833485,3534803922,4.343845714,32.31486274,23.09804465,41.97198724,41.49216475,40.4936902,31.71266121,,,,,0.179072116,,140.036056,105.2932689,2241509192,15.90647092,,,170000000,16.41731756,774.4828307,,,,42.27743149,301.457,165.192,6766,29,3153,,,0.5515413472
2001,YR2001,Turks and Caicos Islands,TCA,21573,6.754369657,950,,,,,,,,,,,,,,,,,,,344.0000153,,,3.399619895,,358744800,,,1.339821511,14.00733892,,,,,,,,,,,87.45968856,,,,,,309.1827748,16629.34223,,,,,,,,,,,,2.55
2001,YR2001,Tuvalu,TUV,9484,0.9534980598,30,,25681880.37,2710,44816713.83,4730,,,,,,,40,,99,108.55856,59.49119,1.03061,,10,,,0.773302404,,13196544.95,1.634107644,5.913662562,18.3133314,7.847002845,,,,,,,,0,,,,,,,371358.3414,-9309.819144,1002.741459,1391.453495,9309.819144,,,,,,8,,6,,,3.752829197
2001,YR2001,Uganda,UGA,24388968,3.076051127,241550,,6050661894,250,20917812976,860,,47.22,6.823,169.3438,22.8,39,141,,59,60.4122,,,8,37810,,,0.06194620453,,5840503869,5.183661126,4.534475811,27.85024148,21.16865431,11.51808264,23.81189414,19.30205942,,,,2.254813627,1.162492812,,35.01410231,92.18302596,3768195791,0.9001851848,,354682787.2,151496150.7,33.988318,239.4731859,-151496150.7,1.865125241,1,47.31277642,576.877,467.759,97650,6500,36894,,,14.07267469
