Country (code),Country,Year,Sex,Youth unemployed ('000),Youth labour force ('000),Youth unemployment rate (%),Adult unemployed ('000),Adult labour force ('000),Ratio of youth unemployment rate to adult unemployment rate,Total unemployed ('000),Share of youth unemployed in total unemployed (%),Youth population ('000),Share of youth unemployed in youth population (%),Adult unemployment rate (%),Repository (code),Type of source (code),Coverage (code),Age,Notes
DK,Denmark,1992 b,M,  32.3,  266.2,12.1,  95.562, 1 275.767,1.6,  127.862,25.3,  364.9,8.9,7.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,"Reference period: February to June
Survey limitation: Definition of unemployment revised."
DK,Denmark,1993,M,  36.8,  254.9,14.4,  121.901, 1 272.49,1.5,  158.701,23.2,  358.8,10.3,9.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1994,M,  26.703,  262.807,10.2,  80.182, 1 220.154,1.5,  106.884,25.0,  364.518,7.3,6.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1995,M,  20.927,  268.713,7.8,  64.69, 1 256.484,1.5,  85.617,24.4,  349.007,6.0,5.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1996,M,  23.963,  267.167,9.0,  60.643, 1 260.962,1.9,  84.605,28.3,  348.753,6.9,4.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1997,M,  18.058,  273.257,6.6,  51.001, 1 255.878,1.6,  69.059,26.1,  351.885,5.1,4.1,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1998,M,  15.079,  225.031,6.7,  42.926, 1 281.733,2.0,  58.006,26.0,  314.604,4.8,3.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,1999,M,  21.464,  226.726,9.5,  47.118, 1 302.322,2.6,  68.582,31.3,  295.434,7.3,3.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2000,M,  14.66,  225.307,6.5,  46.407, 1 286.334,1.8,  61.067,24.0,  299.719,4.9,3.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2001,M,  15.153,  206.919,7.3,  39.636, 1 305.023,2.4,  54.789,27.7,  298.35,5.1,3.0,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2002,M,  15.271,  208.853,7.3,  49.349, 1 311.561,1.9,  64.62,23.6,  295.328,5.2,3.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2003,M,  18.168,  197.691,9.2,  55.877, 1 333.546,2.2,  74.045,24.5,  291.971,6.2,4.2,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2004,M,  18.464,  206.368,8.9,  59.943, 1 336.514,2.0,  78.407,23.5,  296.187,6.2,4.5,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2005,M,  18.193,  210.431,8.6,  50.027, 1 327.519,2.3,  68.22,26.7,  300.63,6.1,3.8,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2006,M,  17.294,  219.26,7.9,  34.279, 1 328.335,3.1,  51.573,33.5,  310.817,5.6,2.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2007,M,  18.642,  226.441,8.2,  34.93, 1 321.175,3.1,  53.572,34.8,  313.251,6.0,2.6,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2008,M,  16.074,  236.967,6.8,  30.527, 1 328.538,3.0,  46.601,34.5,  322.827,5.0,2.3,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2009,M,  30.298,  243.784,12.4,  71.628, 1 316.695,2.3,  101.926,29.7,  335.917,9.0,5.4,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DK,Denmark,2010,M,  37.589,  238.512,15.8,  90.055, 1 313.794,2.3,  127.644,29.4,  353.336,10.6,6.9,OECD,ELFS,T,Youth: 15-24; Adult: 25+,Reference period: February to June
DM,Dominica,1989,M,  0.8,  5.9,13.6,  0.4,  11.4,3.9,  1.2,66.7,  7.9,10.1,3.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DM,Dominica,1991 b,M,  1.0,,,  0.7,,,  1.7,58.8,,,,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
DM,Dominica,1997 b,M,  1.56,  4.296,36.3,  1.93,  13.471,2.5,  3.49,44.7,  6.639,23.5,14.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DM,Dominica,1999,M,  1.3,  3.8,34.2,  1.28,  15.8,4.2,  2.58,50.4,  5.9,22.0,8.1,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DM,Dominica,2001 b,M,  0.74,  2.82,26.2,  1.3,  14.22,2.9,  2.04,36.3,  5.58,13.3,9.1,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,Reference period: May
DO,Dominican Republic,1991,M,  137.35,  549.55,25.0,  92.34, 1 245.74,3.4,  229.69,59.8,  720.33,19.1,7.4,NSO,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
DO,Dominican Republic,1992,M,  139.28,  578.16,24.1,  84.25, 1 280.25,3.7,  223.53,62.3,  730.41,19.1,6.6,NSO,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
DO,Dominican Republic,1993,M,  138.11,  570.23,24.2,  79.8,,,  217.91,63.4,  744.47,18.6,,NSO,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
DO,Dominican Republic,1994,M,  109.88,  514.03,21.4,  75.18, 1 299.88,3.7,  185.06,59.4,  759.44,14.5,5.8,NSO,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
DO,Dominican Republic,1995,M,  105.44,  503.48,20.9,  81.84,,,  187.28,56.3,  762.17,13.8,,NSO,HS,T,Youth: 15-24; Adult: 25+,Remark: Including persons not actively looking for work
DO,Dominican Republic,1996 b,M,  100.99,  495.08,20.4,  103.72,,,  204.712,49.3,  762.89,13.2,,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
DO,Dominican Republic,1997,M,  107.62,  551.64,19.5,  80.09,,,  187.71,57.3,  773.42,13.9,,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
DO,Dominican Republic,2000,M,  87.33,  537.49,16.2,  109.69, 1 718.53,2.5,  197.02,44.3,  853.7,10.2,6.4,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
DO,Dominican Republic,2001 b,M,  90.2,,,  115.0,,,  205.2,44.0,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2002 b,M,  69.876,  469.5,14.9,  187.168, 1 618.5,1.3,  257.044,27.2,  805.5,8.7,11.6,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2003 b,M,  117.2,,,  122.6,,,  239.8,48.9,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2004,M,  126.4,,,  118.7,,,  245.1,51.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2005,M,  135.7,,,  128.9,,,  264.6,51.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2006,M,  116.8,,,  116.0,,,  232.8,50.2,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
DO,Dominican Republic,2007,M,  123.6,  582.068,21.2,  114.3, 1 952.967,3.6,  237.9,52.0,  923.22,13.4,5.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,
EC,Ecuador,1989,M,  48.7,,,  39.4,,,  88.1,55.3,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,1990 b,M,  39.14,  352.0,11.1,  39.14, 1 169.25,3.3,  63.69,61.5,  624.46,6.3,3.3,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas
Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
EC,Ecuador,1991,M,  54.51,  409.14,13.3,  54.51, 1 242.09,3.0,  87.75,62.1,  649.66,8.4,4.4,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas
Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
EC,Ecuador,1992 b,M,  52.7,,,  45.9,,,  98.6,53.4,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,1993,M,  50.4,,,  51.2,,,  101.7,49.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: July
Geographic limitation: Urban areas"
EC,Ecuador,1994 b,M,  51.2,  401.86,12.7,  51.2, 1 320.58,3.3,  97.32,52.6,  675.69,7.6,3.9,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas
Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
EC,Ecuador,1995,M,  55.7,  426.98,13.0,  55.7, 1 412.05,3.3,  101.4,54.9,  726.2,7.7,3.9,SIAL,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas
Survey limitation: Data are derived from micro-sources.
Remark: Including persons not actively looking for work"
EC,Ecuador,1996 b,M,  72.0,  447.9,16.1,  80.9, 1 467.9,2.9,  152.9,47.1,  777.1,9.3,5.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,1997,M,  69.5,  460.4,15.1,  70.4, 1 560.0,3.3,  139.9,49.7,  791.9,8.8,4.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,1998,M,  86.2,  490.4,17.6,  85.7, 1 560.2,3.2,  171.9,50.1,  775.8,11.1,5.5,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,1999 b,M,  104.1,,,  121.9,,,  226.0,46.1,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2000,M,  72.2,,,  62.4,,,  134.6,53.6,,,,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2001,M,  83.5,  559.7,14.9,  69.3, 1 734.5,3.7,  152.8,54.6,  848.3,9.8,4.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: July
Geographic limitation: Urban areas"
EC,Ecuador,2002,M,  59.0,  491.5,12.0,  69.1, 1 722.5,3.0,  128.1,46.1,  823.5,7.2,4.0,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2003,M,  101.2,  524.0,19.3,  105.2, 1 782.2,3.3,  206.4,49.0,  872.5,11.6,5.9,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2004,M,  73.8,  500.1,14.8,  82.2, 1 897.4,3.4,  156.0,47.3,,,4.3,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2005,M,  64.0,  523.8,12.2,  71.7, 1 903.0,3.2,  135.7,47.2,  879.3,7.3,3.8,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2006,M,  67.3,  554.4,12.1,  65.9, 1 943.1,3.6,  133.2,50.5,  895.7,7.5,3.4,LABORSTA,HS,T,Youth: 15-24; Adult: 25+,"Reference period: November
Geographic limitation: Urban areas"
EC,Ecuador,2009 b,M,  99.149,  850.835,11.7,  102.476, 3 050.63,3.5,  201.625,49.2, 1 407.292,7.0,3.4,NSO,LFS,T,Youth: 15-24; Adult: 25+,"Reference period: Fourth quarter
Geographic limitation: Urban areas"
EG,Egypt,1997,M,  411.0,,,  290.5,,,  701.5,58.6,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,1998,M,  443.9, 2 807.3,15.8,  259.1, 11 082.7,6.8,  703.0,63.1, 6 621.0,6.7,2.3,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,1999,M,  427.4, 3 086.3,13.8,  298.9, 11 250.9,5.2,  726.3,58.8, 6 624.0,6.5,2.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2000,M,  479.8,,,  263.7,,,  743.5,64.5,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2001,M,  544.4, 2 842.1,19.2,  307.4, 11 859.9,7.4,  851.8,63.9, 7 415.2,7.3,2.6,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2002,M,  631.2, 2 951.0,21.4,  352.0, 12 583.4,7.6,  983.2,64.2, 7 566.8,8.3,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2003,M,  862.7,,,  324.0,,, 1 186.7,72.7,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2004,M,  671.5,,,  271.1,,,  942.6,71.2,,,,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2005,M,  870.6, 3 736.9,23.3,  323.9, 13 050.2,9.4, 1 194.5,72.9, 7 422.5,11.7,2.5,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2006,M,  822.5, 3 997.7,20.6,  385.3, 13 769.4,7.4, 1 207.8,68.1, 8 651.1,9.5,2.8,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
EG,Egypt,2007,M,  698.5, 4 070.0,17.2,  379.2, 14 097.3,6.4, 1 077.7,64.8, 8 760.0,8.0,2.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25-64,Reference period: Average of May and November
SV,El Salvador,1991,M,  19.3,  129.0,15.0,  21.9,  384.9,2.6,  41.2,46.8,  221.1,8.7,5.7,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,"Reference period: December
Geographic limitation: Urban areas"
SV,El Salvador,1992 b,M,  33.668,  337.5,10.0,  28.763,  860.8,3.0,  62.431,53.9,  512.0,6.6,3.3,LABORSTA,PC,T,Youth: 16-24; Adult: 25+,
SV,El Salvador,1995 b,M,  52.0,  388.4,13.4,  51.9,  889.3,2.3,  103.9,50.0,  556.7,9.3,5.8,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,1996,M,  49.8,  397.8,12.5,  56.9,  936.8,2.1,  106.7,46.7,  599.0,8.3,6.1,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,1997,M,  55.8,  390.6,14.3,  70.1,  981.4,2.0,  125.9,44.3,  604.9,9.2,7.1,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,1998,M,  50.1,  404.9,12.7,  62.0,  998.1,2.1,  115.5,43.4,  603.9,8.3,6.2,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,1999,M,  55.0,  410.3,13.9,  58.5, 1 018.0,2.4,  118.3,46.5,  624.8,8.8,5.7,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2000,M,  58.5,,,  65.1,,,  123.6,47.3,,,,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2001,M,  48.1,,,  66.7,,,  114.8,41.9,,,,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2002,M,  46.3,  384.2,13.1,  63.5, 1 095.0,2.3,  119.3,38.8,  632.2,7.3,5.8,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2003,M,  50.4,  414.3,13.4,  80.8, 1 148.5,1.9,  145.0,34.8,  643.1,7.8,7.0,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2004,M,  46.1,  408.0,12.7,  77.9, 1 187.7,1.9,  138.9,33.2,  651.1,7.1,6.6,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2005,M,  52.8,,,  71.7,,,  124.5,42.4,,,,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2006,M,  48.1,  405.6,13.6,  70.0, 1 210.6,2.4,  135.8,35.4,  639.9,7.5,5.8,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
SV,El Salvador,2007,M,  47.1,  361.6,13.0,  74.4, 1 102.3,1.9,  121.5,38.8,,,6.7,LABORSTA,HS,T,Youth: 16-24; Adult: 25+,Reference period: December
EE,Estonia,1997 b,M,  9.2,  43.8,21.0,  29.4,  302.2,2.2,  38.6,23.8,  85.4,10.8,9.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,1998,M,  7.7,  44.9,17.1,  28.6,  302.5,1.8,  36.3,21.2,  96.1,8.0,9.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,1999,M,  9.3,  41.7,22.3,  34.2,  295.0,1.9,  43.5,21.4,  97.1,9.6,11.6,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2000,M,  10.2,  41.3,24.7,  38.9,  294.4,1.9,  49.1,20.8,  100.9,10.1,13.2,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2001,M,  6.9,  39.6,17.4,  32.7,  296.9,1.6,  39.6,17.4,  102.1,6.8,11.0,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2002,M,  5.2,  36.4,14.3,  28.7,  292.2,1.5,  33.9,15.3,  100.0,5.2,9.8,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2003,M,  9.3,  45.4,20.5,  28.0,  293.4,2.1,  37.3,24.9,  101.6,9.2,9.5,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2004,M,  10.4,  44.3,23.5,  27.5,  291.8,2.5,  37.9,27.4,  102.2,10.2,9.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2008,M,  5.7,  45.8,12.4,  14.5,  305.4,2.6,  20.2,28.2,  101.2,5.6,4.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2009,M,  14.0,  44.1,31.7,  44.6,  302.5,2.2,  58.6,23.9,  97.9,14.3,14.7,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
EE,Estonia,2010,M,  14.0,  39.6,35.4,  52.5,  302.0,2.0,  66.5,21.1,  93.7,14.9,17.4,EUROSTAT,ELFS,T,Youth: 15-24; Adult: 25-74,
ET,Ethiopia,1991,M,  71.9, 3 712.2,1.9,  59.79, 7 964.9,2.6,  131.69,54.6, 5 352.2,1.3,0.8,LABORSTA,OE,T,Youth: 15-24; Adult: 25+,Reference period: Year ending in June of the year indicated
ET,Ethiopia,1994 b,M,  195.1,,,  189.3,,,  384.4,50.8,,,,NSO,PC,T,Youth: 15-24; Adult: 25+,
ET,Ethiopia,1999 b,M,  276.7,,,  277.0,,,  553.8,50.0,,,,NSO,HS,T,Youth: 15-24; Adult: 25+,
ET,Ethiopia,2004 b,M,  144.9,  512.8,28.3,  154.4, 1 380.1,2.5,  299.3,48.4, 1 121.9,12.9,11.2,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: April
Geographic limitation: Urban areas"
ET,Ethiopia,2005 b,M,  183.9, 4 493.9,4.1,  203.8, 10 003.9,2.0,  387.7,47.4, 5 482.1,3.4,2.0,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,Reference period: March
ET,Ethiopia,2006 b,M,  126.5,  648.5,19.5,  141.8, 1 636.8,2.3,  268.3,47.1, 1 198.8,10.6,8.7,LABORSTA,HS,C,Youth: 15-24; Adult: 25+,"Reference period: July
Geographic limitation: Urban areas"
FO,Faeroe Islands,2005,M,  0.2,  2.9,6.9,  0.1,  12.5,8.6,  0.3,66.7,,,0.8,LABORSTA,HS,T,Youth: 16-24; Adult: 25-64,Reference period: September
FJ,Fiji,1982,M,  5.3,  49.7,10.7,  3.0,  115.7,4.1,  8.3,63.9,  64.5,8.2,2.6,LABORSTA,HS,T,Youth: 15-24; Adult: 25-64,
FJ,Fiji,1996 b,M,  4.98,  44.2,11.3,  4.622,  156.1,3.8,  9.602,51.9,  77.2,6.5,3.0,LABORSTA,PC,T,Youth: 15-24; Adult: 25+,
FI,Finland,1980,M,  19.0,  224.0,8.5,  41.0, 1 077.0,2.2,  60.0,31.7,  392.0,4.8,3.8,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1981,M,  22.0,  217.0,10.1,  45.0, 1 094.0,2.5,  67.0,32.8,  387.0,5.7,4.1,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1982,M,  23.0,  209.0,11.0,  50.0, 1 113.0,2.4,  73.0,31.5,  385.0,6.0,4.5,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1983,M,  24.0,  207.0,11.6,  51.0, 1 117.0,2.5,  75.0,32.0,  382.0,6.3,4.6,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1984,M,  22.0,  208.0,10.6,  48.0, 1 127.0,2.5,  70.0,31.4,  379.0,5.8,4.3,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1985,M,  22.0,  205.0,10.7,  53.0, 1 133.0,2.3,  75.0,29.3,  373.0,5.9,4.7,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1986,M,  24.0,  205.0,11.7,  57.0, 1 142.0,2.3,  81.0,29.6,  365.0,6.6,5.0,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1987,M,  22.0,  200.0,11.0,  57.0, 1 139.0,2.2,  79.0,27.8,  357.0,6.2,5.0,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1988,M,  18.0,  190.0,9.5,  50.0, 1 141.0,2.2,  68.0,26.5,  347.0,5.2,4.4,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Remark: Excluding full-time students seeking jobs"
FI,Finland,1989 b,M,  17.0,  221.0,7.7,  27.0, 1 158.0,3.3,  44.0,38.6,  338.0,5.0,2.3,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Average of monthly estimates
Survey limitation: Definition of unemployment revised."
FI,Finland,1990,M,  20.0,  213.0,9.4,  28.0, 1 165.0,3.9,  48.0,41.7,  332.0,6.0,2.4,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1991,M,  33.0,  201.0,16.4,  73.0, 1 155.0,2.6,  106.0,31.1,  329.0,10.0,6.3,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1992,M,  48.0,  185.0,25.9,  130.0, 1 150.0,2.3,  178.0,27.0,  327.0,14.7,11.3,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1993,M,  55.0,  177.0,31.1,  181.0, 1 150.0,2.0,  236.0,23.3,  324.0,17.0,15.7,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1994,M,  52.0,  165.0,31.5,  183.0, 1 155.0,2.0,  235.0,22.1,  322.0,16.1,15.8,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1995,M,  43.0,  167.0,25.7,  162.0, 1 163.0,1.8,  205.0,21.0,  323.0,13.3,13.9,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1996,M,  41.0,  169.0,24.3,  146.0, 1 166.0,1.9,  187.0,21.9,  324.0,12.7,12.5,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1997,M,  38.0,  173.0,22.0,  124.0, 1 154.0,2.0,  162.0,23.5,  327.0,11.6,10.7,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1998,M,  36.0,  179.0,20.1,  109.0, 1 162.0,2.1,  145.0,24.8,  333.0,10.8,9.4,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,1999,M,  35.0,  187.0,18.7,  96.0, 1 170.0,2.3,  131.0,26.7,  336.0,10.4,8.2,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,2000,M,  36.0,  190.0,18.9,  87.0, 1 180.0,2.6,  123.0,29.3,  337.0,10.7,7.4,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,2001,M,  33.0,  189.0,17.5,  84.0, 1 189.0,2.5,  117.0,28.2,  336.0,9.8,7.1,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Average of monthly estimates
FI,Finland,2002 b,M,  34.0,  183.0,18.6,  88.0, 1 188.0,2.5,  122.0,27.9,  334.0,10.2,7.4,OECD,LFS,T,Youth: 15-24; Adult: 25-74,"Reference period: Continuous survey
Survey limitation: Continuous survey introduced."
FI,Finland,2003,M,  35.0,  180.0,19.4,  89.0, 1 193.0,2.6,  124.0,28.2,  332.0,10.5,7.5,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
FI,Finland,2004,M,  35.0,  179.0,19.6,  83.0, 1 190.0,2.8,  118.0,29.7,  333.0,10.5,7.0,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
FI,Finland,2005,M,  33.0,  179.0,18.4,  78.0, 1 193.0,2.8,  111.0,29.7,  334.0,9.9,6.5,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
FI,Finland,2006,M,  32.0,  189.0,16.9,  69.0, 1 202.0,2.9,  101.0,31.7,  336.0,9.5,5.7,OECD,LFS,T,Youth: 15-24; Adult: 25-74,Reference period: Continuous survey
